block_m,rows_per_expert,tiles,tokens,rep,ms_p50,ms_min,ms_stdev,iters,sm_clock_load_mhz,sm_clock_start_mhz,sm_clock_end_mhz,clock_level_ok,clock_drift_ok,clock_level_side,instrument,warmup_ms,trials,l2_flush,status,detail,prov_bandwidth,prov_bandwidth_source,prov_cuda_version,prov_driver_version,prov_git_dirty,prov_git_dirty_files,prov_git_sha,prov_gpu_name,prov_hostname,prov_instrument,prov_iters,prov_missing,prov_provenance_version,prov_python,prov_ridge,prov_ridge_source,prov_sglang,prov_target_ms,prov_torch,prov_triton,prov_utc,prov_vllm,prov_warmup_ms
128,1024,8,4096,1,8.648512363433838,8.619263648986816,0.24201801758595606,46,1395.0,1395.0,1380.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,324.25846576690674,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,2048,16,8192,1,17.44472026824951,17.22857666015625,1.1946378645765767,22,1395.0,1425.0,1395.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,322.17324924468994,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,4096,32,16384,1,36.493408203125,35.923553466796875,3.181252902207493,10,1425.0,1455.0,1425.0,True,True,,queue-deep/l2-flush/clock-under-load/v3,358.45989990234375,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,32,1,128,2,1.0008000135421753,0.9432640075683594,0.027873989885349518,369,1680.0,1560.0,1650.0,False,False,high,queue-deep/l2-flush/clock-under-load/v3,337.3059173822403,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,64,1,256,2,1.0669119954109192,0.9927039742469788,0.029631082915814858,380,1590.0,1605.0,1590.0,False,True,high,queue-deep/l2-flush/clock-under-load/v3,341.1873606443405,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,128,1,512,2,1.1317119598388672,1.0337920188903809,0.018363869803793866,351,1410.0,1395.0,1410.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,340.83977711200714,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,256,2,1024,2,2.200752019882202,2.1438400745391846,0.030721857697647306,182,1402.5,1425.0,1410.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,339.18704175949097,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,512,4,2048,2,4.345215797424316,4.280640125274658,0.05724890319483661,91,1395.0,1395.0,1395.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,340.4927372932434,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,1024,8,4096,2,8.655488014221191,8.399519920349121,0.23308249289355673,46,1395.0,1410.0,1395.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,323.3770594596863,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,2048,16,8192,2,17.500160217285156,17.249727249145508,1.1360299545014139,23,1395.0,1395.0,1395.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,326.2603187561035,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
